詞目id,義項id,詞性,解說
,,名詞,長頸鹿。哺乳動物。原產於非洲撒哈拉沙漠以南的平原地帶。外形與鹿相似，腿和頸部則較一般鹿來得長。毛色為淺黃色，並帶有淺褐色斑點。大多生活於平原和灌木地區，以金合歡屬植物的葉子為主要食物。
,,名詞,胡蜂、黃蜂。昆蟲名。身上有黑黃相間的條紋，腹部尾端的螫針和毒腺相連接，螫人的時候會將毒液注入人體，使人致命。
,,名詞,金龜子。昆蟲名。背有甲殼，具光澤，前端有觸角。種類繁多，其形狀、大小、顏色及生活習性各不相同。
,,名詞,墨綠、深綠色。
,,名詞,佛教經典中所記載的佛。音譯自梵語。他原是世自在王如來時的法藏比丘，發願成就一個盡善盡美的佛國，並要以最善巧的方法來度化眾生，後來成佛，創造西方極樂世界。
,,名詞,金項鍊。黃金製成的項鍊。
,,名詞,嬸嬸。稱謂。叔叔的妻子。
,,動詞,阻擋、妨礙。
,,名詞,房門上掛的簾子。
,,名詞,麗蠅。昆蟲名。屬於雙翅目麗蠅科，複眼呈紅褐色，身體為藍色，具有金屬光澤，所以又叫做「金蠅」。臺南玉井地區大多飼養做為幫助芒果花授粉的媒介昆蟲。
,,名詞,指外型較為龐大的燒金銀紙的爐。
,,名詞,老虎的鬚毛。常用來比喻為抽籤用的籤條。
,,形容詞,形容物體很長、很高的樣子。
,,名詞,過失、錯誤、違背。
,,形容詞,與現行法令相違背的。
,,名詞,一種有頂無牆的建築物，多蓋在花園或路旁，供人休息或作為觀賞造景之用。
,,動詞,非法破壞別人的權益。
,,動詞,非法盜用別人的財物。
,,動詞,支撐。
,,動詞,補強。
,,形容詞,簡單的、便利的、現成的。
,,形容詞,妥善。
,,形容詞,非制式的、臨時的。
,,副詞,依情況處理。
,,副詞,如果……就……、一……就……，表假設語氣。
,,名詞,屎、尿等排泄物。
,,動詞,縮短距離。
,,名詞,亭子、涼亭。供人休息的建築物，有頂無牆。
,,名詞,騎樓。成排的建築物在一樓靠近街道部分建成的走廊，為多雨地區發展出的建築樣式。
,,動詞,非法干涉別人，並令對方權益造成損害。
,,動詞,以武力或外交等方式向別的國家入侵。
,,名詞,便服。一般人穿的服裝。
,,名詞,未穿制服執行任務的警察、軍人。
,,形容詞,價格低廉。
,,名詞,不應得的利益或額外的好處。
,,名詞,廁所。源自日語「便所（べんじょ）」。
,,名詞,便衣。平常穿的衣服。
,,副詞,現成就有的。
,,動詞,看情形、看形勢。
,,名詞,便服。平常居家在穿的衣服。
,,動詞,欺侮羞辱。
,,動詞,性侵害的委婉語。
,,名詞,名義上的媒人。
,,名詞,落花媒人。指現成的媒人。
,,名詞,平常吃的家常菜。
,,名詞,現成的菜肴。
,,名詞,便飯、家常飯。
,,名詞,日常吃的飯食。
,,名詞,現成的飯菜。
,,熟語,折壽。折損本來應該享有的壽命。
,,名詞,用飯盒裝的飯菜。源自日語「弁当（べんとう）」。
,,名詞,盛飯裝菜的盒子。「便當」源自日語「弁当（べんとう）」。
,,名詞,成藥。藥料加工調製完成的藥物。明示劑量、效能、用法，經藥劑師建議後，即可供治療疾病用。
,,形容詞,顏色鮮豔亮麗、花俏。
,,形容詞,便宜。
,,動詞,保證、擔保。
,,動詞,維持、持有。
,,量詞,日治時期計算戶數的單位。
,,動詞,相信不懷疑。
,,名詞,把言語寫成文字傳達給特定對象的書面文件。
,,動詞,信仰。
,,名詞,帽子。 
,,動詞,削除毛髮。
,,動詞,砍。用刀斧劈。
,,動詞,去皮、刨。
,,動詞,刪除。
,,動詞,拚鬥、競爭。
,,動詞,挖苦、使人難堪、丟臉。
,,動詞,指命理、性格相衝突或不合。
,,方位詞,位置在正面或靠近開頭的。
,,形容詞,時間或次序較早的。
,,方位詞,位置在正面或靠近開頭的。
,,形容詞,時間或次序較早的。
,,形容詞,健康、強壯。
,,形容詞,物品堅固耐用。
,,形容詞,不懼怕。
,,方位詞,方位名。早晨面朝太陽時，右手的一邊。與「北」相對。
,,連詞,反而。
,,量詞,錢的單位。
,,名詞,微小或微少的數目。
,,名詞,前夫或前妻所留下來的小孩子。
,,名詞,相信願望、理想必能實現的心理。
,,名詞,信任或相信神明的心。
,,時間詞,前幾天。
,,方位詞,南邊。南方。
,,名詞,上輩子。
,,名詞,相當於現今的村、里長。在日治時代，十戶為一甲，十甲為一保，保正為一保的民政事務管理人。
,,名詞,誠實不欺的美德。
,,動詞,相信、信任。
,,名詞,為傳統民間信仰的神明，又稱為大道公、吳真人。俗名為吳夲，北宋太宗年間福建泉州府同安縣人，以醫藥為業，得道後又以除瘟疫為聖行，中醫藥業常供奉為行業神。也是臺灣同安籍人士信奉的鄉土保護神。在臺灣以臺北大龍峒保安宮、蘆洲保和宮和臺南學甲慈濟宮最為著名之主祀廟宇。
,,名詞,對某種主張、主義或宗教的極度信服和敬慕。
,,動詞,信任、相信。相信某人，而且敢於有所託付。
,,名詞,佛門子弟在俗世中，尚未出家前的名字，稱為「俗名」。
,,名詞,通俗的名稱、非正式名稱。
,,熟語,事情的起因和結果。
,,動詞,保管收存。
,,形容詞,維持舊有的傳統習慣風俗或制度而不改變。
,,動詞,保護看守。
,,時間詞,去年的前一年。
,,動詞,保佑、庇佑。保護幫助。
,,名詞,以前的存在狀況。包括名稱、體制、樣式等等。
,,名詞,便宜的東西。
,,名詞,訂金。預付商品或勞務報酬的部分金額。
,,形容詞,呱呱叫。形容人做事乾淨俐落。
,,名詞,指先後。
,,名詞,指前面和後面。
,,連詞,倒是。
,,名詞,前妻。已去世或離異的妻子。
,,名詞,中國清末時稱江蘇省等沿海地區一帶為南洋。
,,名詞,群島名，位於太平洋與印度洋之間，泛指印尼、馬來西亞、菲律賓等諸群島。
,,名詞,刑法上指曾受科刑判決的記錄。
,,動詞,珍重。希望別人注重身體健康。
,,名詞,競賽中的第一名。
,,名詞,保人。對於他人行為或財力負責擔保的人。
,,名詞,弟子。信仰某一宗教、某種主義、某種學派、或追隨某偉人的人。
,,動詞,砍柴、劈柴。以刀斜劈的方式將柴砍下。
,,名詞,勇往直前無所畏懼的氣魄。
,,動詞,保存留下。
,,名詞,前夫。前任的丈夫。
,,形容詞,健朗。形容身體健康硬朗。
,,副詞,勉強。強迫別人去做他所不願意做的事。
,,名詞,便宜貨。品質不高，價格不貴的貨品。
,,名詞,未來的發展。
,,形容詞,有勇氣，勇於作為。
,,名詞,地球的最南端，南緯九十度上。
,,名詞,多層金屬或塑膠做成的杯子，可以保持杯內飲水的溫度。
,,名詞,一種代替語言來傳令報告的符號。
,,名詞,灰面鵟鷹、灰面鷲。禽鳥類。每年十月初至十月底從北半球南下至東南亞一帶渡冬，於臺灣過境期間，可在恆春滿州里附近觀賞。到來年三月底至四月中旬又北返，在彰化八卦山或臺北觀音山地區可看見；因為是由南路而來，所以稱為「南路鷹」。
,,動詞,保護管理。
,,名詞,流行於福建、臺灣及東南亞地區的古樂。以古代樂曲逐步融合當地的民間音樂，歌者手拿拍板，以琵琶為主要伴奏，再配合洞簫、三弦、二弦、四塊板等樂器演奏。南管樂曲通常分為指、譜、曲三種，樂風平和端莊。
,,名詞,俚語、俚諺。指流傳已久，通俗且廣泛使用的定型短句，反映出生活或人生的經驗與願望。
,,名詞,俚語、俚諺。指流傳已久，通俗且廣泛使用的定型短句，反映出生活或人生的經驗與願望。
,,名詞,便宜的價錢。
,,動詞,保護守衛。
,,動詞,賤賣、廉讓。低價出售貨物。
,,名詞,長輩。年長或資歷深的人。
,,名詞,供汽車、機車或其他交通工具修理保養的地方。
,,動詞,相信。
,,名詞,投保人按期繳納保險費給保險公司，當投保人遇到意外災害而受到損失時，保險公司將依照約定的保額，賠償給受益人。
,,名詞,保證、保障。
,,動詞,冒著生命危險。
,,動詞,理髮。修剪、梳理頭髮。
,,名詞,專門用來削剪頭髮的刀。
,,名詞,理髮店。專門修剪、整理頭髮的店鋪。
,,動詞,勸勉鼓勵。
,,名詞,預付的報酬金。
,,名詞,前額凸出的部分。
,,動詞,對於他人行為、產資或信用負責擔保。
,,名詞,保障。
,,名詞,保人。對於他人的行為或財力，負責擔保的人。
,,名詞,古時稱專以武技保護他人行旅中財物、生命安全的行業。
,,名詞,隨從、隨扈。私人的護衛。
,,動詞,保衛、照顧。
,,名詞,車站的前站。「驛」源自日語「駅（えき）」。
,,形容詞,指物體表面與底部之間的距離比較大的。與「薄」(po̍h)相對。
,,形容詞,形容質量或程度多而且大。
,,形容詞,指數量多的。
,,形容詞,厚度。
,,助詞,置於句末，用以加強語氣。
,,助詞,接在動詞後，表示動作持續。
,,助詞,接在動詞後，置於句尾，說成輕聲，表示時間短。
,,助詞,與「較」搭配，置於句尾，說成輕聲，表示祈使。
,,助詞,置於句尾，表示疑問。
,,助詞,在、正在。表示正在做某事，後接動詞、形容詞。
,,,副詞後綴。表示正在。
,,擬聲詞,羊的叫聲。
,,動詞,用上下牙齒夾住或切斷東西。
,,動詞,皮膚與植物或化學製品碰觸後而導致過敏或受侵蝕。
,,動詞,卡住、不順。
,,擬聲詞,指雞叫聲。
,,擬聲詞,吐痰的聲音。
,,動詞,清喉嚨吐痰的動作。
,,代詞,我們。第一人稱複數代名詞。「咱」包括聽話者，「阮」不包括聽話者。
,,代詞,我們的。第一人稱複數所有格。
,,代詞,您、您們。第二人稱單複數敬語。
,,動詞,大聲喊叫。
,,動詞,大聲哭叫。
,,動詞,叫苦。
,,名詞,指人的格調與德性。
,,動詞,約定、議定。
,,動詞,誇耀、吹捧。
,,名詞,某一類東西的總稱。
,,名詞,等級。
,,擬聲詞,笑聲。
,,動詞,張口吐氣。
,,動詞,喝，特別指喝熱茶。
,,嘆詞,感嘆發語詞。
,,動詞,液體滴下來。
,,動詞,東西下墜、向下掉落。
,,動詞,流傳。
,,形容詞,指果實的種子很多。
,,形容詞,費工、費工夫。形容所耗費的精神心力甚多。
,,形容詞,小心眼。指人心機重。
,,動詞,吐血。
,,名詞,人品、人格。人的品格和德行。
,,名詞,頻尿。小便的次數頻繁。
,,動詞,乞求、苦苦要求。
,,形容詞,形容一個人既囉嗦又挑剔，很難伺候。
,,形容詞,易怒。脾氣不好，容易生氣。
,,動詞,兩方說好條件。
,,熟語,罵人如喪父喪母般吵吵嚷嚷、鬼吼鬼叫、呼天搶地。
,,形容詞,雙肩往下傾斜。
,,擬聲詞,形容風聲或人的喊叫聲。
,,形容詞,本指經常要上廁所解大便，比喻一個人毛病多，很麻煩。
,,形容詞,指一個人多屎多尿，小動作頻繁，做起事來又不乾脆。
,,形容詞,形容哀傷怨恨。
,,形容詞,指物品的質地比較沉、比較重。
,,形容詞,厚臉皮。形容人無羞恥之心。
,,動詞,打呵欠。因身體疲倦缺氧或想睡而張口深呼吸的現象。
,,名詞,厚紙板。可以用來加工，做成器具，例如箱子。
,,名詞,酒精成分高的酒。
,,副詞,快要、將要。
,,形容詞,指吃了尚未成熟的水果，例如香蕉或是柿子，嘴裡有一種澀澀的感覺。
,,擬聲詞,打噴嚏的聲音。
,,動詞,磨牙。
,,熟語,表示抱怨或表達情緒的詞。
,,動詞,吐痰。將喉嚨裡頭的痰清出然後吐掉。
,,形容詞,多話、多嘴。
,,形容詞,廢話太多。
,,動詞,喉部或氣管的黏膜受痰或氣體的刺激，引起反射作用，把氣體用力排出。
,,名詞,物品的質地、本質、格調。
,,名詞,厚度。
,,名詞,濃淡。
,,形容詞,多禮。禮數周到。
,,名詞,味道較重的香菸。
,,形容詞,迷信、忌諱。
,,名詞,城牆。
,,名詞,都市。指範圍大、人口多，為文化、政治、經濟的都市。相對於「鄉」(hiong)。
,,名詞,城池。
,,,釋義參見【城】siânn 條。
,,動詞,吹彈樂器。
,,動詞,古代下屬對上司報告。
,,動詞,打小報告。
,,形容詞,因結拜而約定成為親屬關係的。
,,名詞,合同、權狀。
,,形容詞,龐大的樣子。
,,動詞,玩耍、遊戲。如象棋、圍棋等有競賽、有規則、有輸贏的活動。
,,動詞,性交。
,,動詞,罵人語。相當於華語的「肏」。
,,名詞,稱謂。子女稱呼母親的姊妹叫做「姨」，一般稱「阿姨」。
,,名詞,稱謂。稱母親姊妹的丈夫。
,,名詞,情夫、姘夫。與已婚女性發生姦情的男性。
,,名詞,稱謂。稱呼妻子的姊妹。如果是母親的姊妹叫「阿姨」。
,,名詞,姪子、姪兒。稱謂。稱兄弟或同輩男性親友的兒子。
,,名詞,女朋友、馬子。戲謔的稱呼。
,,名詞,指喜歡用言語挑逗追求對象的人。
,,名詞,都市。人口集中，工商業發達，居民多為外來人口，通常是周圍地區的經濟、政治、文化及流行中心。
,,名詞,義母、乾媽。經由拜認而非親生的母親。
,,名詞,義子、乾兒子。經由拜認而非親生的兒子。
,,名詞,指女子的容貌、姿態。
,,名詞,乾爹、義父。稱謂。經由拜認而非親生的父親。
,,名詞,稱屬於姨母方面的表親。
,,形容詞,聲勢浩大、神氣十足。
,,動詞,以強大的力量逼人屈服。
,,名詞,稱謂。孫子輩稱祖母的姊妹作「姨婆」。
,,名詞,男女通姦的情事。
,,名詞,城池。城牆及護城河。
,,名詞,城隍爺。守護城池的神。受明太祖封賞，職掌擴大為護國安邦、調和風雨、剪凶除惡，並管領死人亡魂等事情，成為民間信仰的重心之一。
,,名詞,供奉城隍爺和他屬下的廟宇。
,,名詞,動作時，身體所呈現的姿態。
,,動詞,詈罵。以粗俗的話語惡言怒罵。
,,動詞,演奏音樂。一般在大會或典禮開始、結束及中途有特殊情況時演奏。
